model,prompt,document,tag,precision,recall,f1,pred_count,gold_count,source_file
gemma-3-27b-it,ZS,TR6_p1003-1004,usg_other,0.00,0.00,0.00,0,4,gemma-3-27b-it_ZS_TR6_p1003-1004.json
gemma-3-27b-it,ZS,TR6_p1003-1004,milestone,0.00,0.00,0.00,0,6,gemma-3-27b-it_ZS_TR6_p1003-1004.json
gpt-5-mini,FS-R,TR1_p2001-2002,usg_dom,0.00,0.00,0.00,0,2,gpt-5-mini_FS-R_TR1_p2001-2002.json
gpt-5-mini,FS-R,TR1_p2001-2002,usg_other,0.00,0.00,0.00,0,4,gpt-5-mini_FS-R_TR1_p2001-2002.json
gpt-5-mini,FS-R,TR1_p2001-2002,milestone,0.00,0.00,0.00,0,8,gpt-5-mini_FS-R_TR1_p2001-2002.json
gpt-5-mini,FS-R,TR1_p453-454,usg_dom,0.00,0.00,0.00,0,2,gpt-5-mini_FS-R_TR1_p453-454.json
gpt-5-mini,FS-R,TR1_p453-454,usg_other,0.00,0.00,0.00,0,0,gpt-5-mini_FS-R_TR1_p453-454.json
gpt-5-mini,FS-R,TR1_p453-454,milestone,0.00,0.00,0.00,0,2,gpt-5-mini_FS-R_TR1_p453-454.json
gpt-5-mini,FS-R,TR2_p1785-1786,usg_dom,0.00,0.00,0.00,0,3,gpt-5-mini_FS-R_TR2_p1785-1786.json
gpt-5-mini,FS-R,TR2_p1785-1786,usg_other,0.00,0.00,0.00,0,6,gpt-5-mini_FS-R_TR2_p1785-1786.json
gpt-5-mini,FS-R,TR2_p1785-1786,milestone,0.00,0.00,0.00,0,1,gpt-5-mini_FS-R_TR2_p1785-1786.json
gpt-5-mini,FS-R,TR2_p37-38,usg_dom,0.00,0.00,0.00,0,0,gpt-5-mini_FS-R_TR2_p37-38.json
gpt-5-mini,FS-R,TR2_p37-38,usg_other,0.00,0.00,0.00,0,11,gpt-5-mini_FS-R_TR2_p37-38.json
gpt-5-mini,FS-R,TR2_p37-38,milestone,0.00,0.00,0.00,0,5,gpt-5-mini_FS-R_TR2_p37-38.json
gpt-5-mini,FS-R,TR3_p5-6,usg_dom,0.00,0.00,0.00,0,0,gpt-5-mini_FS-R_TR3_p5-6.json
gpt-5-mini,FS-R,TR3_p5-6,usg_other,0.00,0.00,0.00,0,0,gpt-5-mini_FS-R_TR3_p5-6.json
gpt-5-mini,FS-R,TR3_p5-6,milestone,0.00,0.00,0.00,0,4,gpt-5-mini_FS-R_TR3_p5-6.json
gpt-5-mini,FS-R,TR3_p7-8,usg_dom,0.00,0.00,0.00,0,1,gpt-5-mini_FS-R_TR3_p7-8.json
gpt-5-mini,FS-R,TR3_p7-8,usg_other,0.00,0.00,0.00,0,3,gpt-5-mini_FS-R_TR3_p7-8.json
gpt-5-mini,FS-R,TR3_p7-8,milestone,0.00,0.00,0.00,0,6,gpt-5-mini_FS-R_TR3_p7-8.json
gpt-5-mini,FS-R,TR4_p131-132,usg_dom,0.00,0.00,0.00,0,3,gpt-5-mini_FS-R_TR4_p131-132.json
gpt-5-mini,FS-R,TR4_p131-132,usg_other,0.00,0.00,0.00,0,2,gpt-5-mini_FS-R_TR4_p131-132.json
gpt-5-mini,FS-R,TR4_p131-132,milestone,1.00,0.14,0.25,1,7,gpt-5-mini_FS-R_TR4_p131-132.json
gpt-5-mini,FS-R,TR5_p489-490,usg_dom,1.00,0.33,0.50,1,3,gpt-5-mini_FS-R_TR5_p489-490.json
gpt-5-mini,FS-R,TR5_p489-490,usg_other,0.00,0.00,0.00,0,0,gpt-5-mini_FS-R_TR5_p489-490.json
gpt-5-mini,FS-R,TR5_p489-490,milestone,0.00,0.00,0.00,0,1,gpt-5-mini_FS-R_TR5_p489-490.json
gpt-5-mini,FS-R,TR5_p505-506,usg_dom,1.00,1.00,1.00,1,1,gpt-5-mini_FS-R_TR5_p505-506.json
gpt-5-mini,FS-R,TR5_p505-506,usg_other,0.00,0.00,0.00,0,1,gpt-5-mini_FS-R_TR5_p505-506.json
gpt-5-mini,FS-R,TR5_p505-506,milestone,0.00,0.00,0.00,0,1,gpt-5-mini_FS-R_TR5_p505-506.json
gpt-5-mini,FS-R,TR6_p1003-1004,usg_dom,0.00,0.00,0.00,0,2,gpt-5-mini_FS-R_TR6_p1003-1004.json
gpt-5-mini,FS-R,TR6_p1003-1004,usg_other,0.00,0.00,0.00,0,4,gpt-5-mini_FS-R_TR6_p1003-1004.json
gpt-5-mini,FS-R,TR6_p1003-1004,milestone,0.00,0.00,0.00,0,6,gpt-5-mini_FS-R_TR6_p1003-1004.json
gpt-5-mini,FS,TR1_p2001-2002,usg_dom,0.00,0.00,0.00,0,2,gpt-5-mini_FS_TR1_p2001-2002.json
gpt-5-mini,FS,TR1_p2001-2002,usg_other,0.00,0.00,0.00,0,4,gpt-5-mini_FS_TR1_p2001-2002.json
gpt-5-mini,FS,TR1_p2001-2002,milestone,0.62,1.00,0.76,13,8,gpt-5-mini_FS_TR1_p2001-2002.json
gpt-5-mini,FS,TR1_p453-454,usg_dom,1.00,0.50,0.67,1,2,gpt-5-mini_FS_TR1_p453-454.json
gpt-5-mini,FS,TR1_p453-454,usg_other,0.00,0.00,0.00,0,0,gpt-5-mini_FS_TR1_p453-454.json
gpt-5-mini,FS,TR1_p453-454,milestone,1.00,1.00,1.00,2,2,gpt-5-mini_FS_TR1_p453-454.json
gpt-5-mini,FS,TR2_p1785-1786,usg_dom,1.00,0.33,0.50,1,3,gpt-5-mini_FS_TR2_p1785-1786.json
gpt-5-mini,FS,TR2_p1785-1786,usg_other,1.00,0.17,0.29,1,6,gpt-5-mini_FS_TR2_p1785-1786.json
gpt-5-mini,FS,TR2_p1785-1786,milestone,0.00,0.00,0.00,0,1,gpt-5-mini_FS_TR2_p1785-1786.json
gpt-5-mini,FS,TR2_p37-38,usg_dom,0.00,0.00,0.00,0,0,gpt-5-mini_FS_TR2_p37-38.json
gpt-5-mini,FS,TR2_p37-38,usg_other,0.00,0.00,0.00,0,11,gpt-5-mini_FS_TR2_p37-38.json
gpt-5-mini,FS,TR2_p37-38,milestone,0.50,1.00,0.67,10,5,gpt-5-mini_FS_TR2_p37-38.json
gpt-5-mini,FS,TR3_p5-6,usg_dom,0.00,0.00,0.00,0,0,gpt-5-mini_FS_TR3_p5-6.json
gpt-5-mini,FS,TR3_p5-6,usg_other,0.00,0.00,0.00,0,0,gpt-5-mini_FS_TR3_p5-6.json
gpt-5-mini,FS,TR3_p5-6,milestone,0.44,1.00,0.62,9,4,gpt-5-mini_FS_TR3_p5-6.json
gpt-5-mini,FS,TR3_p7-8,usg_dom,0.00,0.00,0.00,0,1,gpt-5-mini_FS_TR3_p7-8.json
gpt-5-mini,FS,TR3_p7-8,usg_other,0.00,0.00,0.00,0,3,gpt-5-mini_FS_TR3_p7-8.json
gpt-5-mini,FS,TR3_p7-8,milestone,0.40,1.00,0.57,15,6,gpt-5-mini_FS_TR3_p7-8.json
gpt-5-mini,FS,TR4_p131-132,usg_dom,0.00,0.00,0.00,0,3,gpt-5-mini_FS_TR4_p131-132.json
gpt-5-mini,FS,TR4_p131-132,usg_other,0.00,0.00,0.00,0,2,gpt-5-mini_FS_TR4_p131-132.json
gpt-5-mini,FS,TR4_p131-132,milestone,0.64,1.00,0.78,11,7,gpt-5-mini_FS_TR4_p131-132.json
gpt-5-mini,FS,TR5_p489-490,usg_dom,1.00,0.33,0.50,1,3,gpt-5-mini_FS_TR5_p489-490.json
gpt-5-mini,FS,TR5_p489-490,usg_other,0.00,0.00,0.00,0,0,gpt-5-mini_FS_TR5_p489-490.json
gpt-5-mini,FS,TR5_p489-490,milestone,0.50,1.00,0.67,2,1,gpt-5-mini_FS_TR5_p489-490.json
gpt-5-mini,FS,TR5_p505-506,usg_dom,1.00,1.00,1.00,1,1,gpt-5-mini_FS_TR5_p505-506.json
gpt-5-mini,FS,TR5_p505-506,usg_other,0.00,0.00,0.00,0,1,gpt-5-mini_FS_TR5_p505-506.json
gpt-5-mini,FS,TR5_p505-506,milestone,0.00,0.00,0.00,0,1,gpt-5-mini_FS_TR5_p505-506.json
gpt-5-mini,FS,TR6_p1003-1004,usg_dom,0.00,0.00,0.00,0,2,gpt-5-mini_FS_TR6_p1003-1004.json
gpt-5-mini,FS,TR6_p1003-1004,usg_other,0.00,0.00,0.00,0,4,gpt-5-mini_FS_TR6_p1003-1004.json
gpt-5-mini,FS,TR6_p1003-1004,milestone,1.00,1.00,1.00,6,6,gpt-5-mini_FS_TR6_p1003-1004.json
gpt-5-mini,ZS,TR1_p2001-2002,usg_dom,0.00,0.00,0.00,0,2,gpt-5-mini_ZS_TR1_p2001-2002.json
gpt-5-mini,ZS,TR1_p2001-2002,usg_other,0.00,0.00,0.00,0,4,gpt-5-mini_ZS_TR1_p2001-2002.json
gpt-5-mini,ZS,TR1_p2001-2002,milestone,0.44,1.00,0.62,18,8,gpt-5-mini_ZS_TR1_p2001-2002.json
gpt-5-mini,ZS,TR1_p453-454,usg_dom,0.00,0.00,0.00,0,2,gpt-5-mini_ZS_TR1_p453-454.json
gpt-5-mini,ZS,TR1_p453-454,usg_other,0.00,0.00,0.00,0,0,gpt-5-mini_ZS_TR1_p453-454.json
gpt-5-mini,ZS,TR1_p453-454,milestone,0.33,1.00,0.50,6,2,gpt-5-mini_ZS_TR1_p453-454.json
gpt-5-mini,ZS,TR2_p1785-1786,usg_dom,0.00,0.00,0.00,0,3,gpt-5-mini_ZS_TR2_p1785-1786.json
gpt-5-mini,ZS,TR2_p1785-1786,usg_other,0.00,0.00,0.00,0,6,gpt-5-mini_ZS_TR2_p1785-1786.json
gpt-5-mini,ZS,TR2_p1785-1786,milestone,0.06,1.00,0.11,18,1,gpt-5-mini_ZS_TR2_p1785-1786.json
gpt-5-mini,ZS,TR2_p37-38,usg_dom,0.00,0.00,0.00,0,0,gpt-5-mini_ZS_TR2_p37-38.json
gpt-5-mini,ZS,TR2_p37-38,usg_other,1.00,0.45,0.62,5,11,gpt-5-mini_ZS_TR2_p37-38.json
gpt-5-mini,ZS,TR2_p37-38,milestone,0.62,1.00,0.77,8,5,gpt-5-mini_ZS_TR2_p37-38.json
gpt-5-mini,ZS,TR3_p5-6,usg_dom,0.00,0.00,0.00,0,0,gpt-5-mini_ZS_TR3_p5-6.json
gpt-5-mini,ZS,TR3_p5-6,usg_other,0.00,0.00,0.00,0,0,gpt-5-mini_ZS_TR3_p5-6.json
gpt-5-mini,ZS,TR3_p5-6,milestone,0.33,1.00,0.50,12,4,gpt-5-mini_ZS_TR3_p5-6.json
gpt-5-mini,ZS,TR3_p7-8,usg_dom,0.00,0.00,0.00,0,1,gpt-5-mini_ZS_TR3_p7-8.json
gpt-5-mini,ZS,TR3_p7-8,usg_other,0.00,0.00,0.00,0,3,gpt-5-mini_ZS_TR3_p7-8.json
gpt-5-mini,ZS,TR3_p7-8,milestone,0.38,1.00,0.55,16,6,gpt-5-mini_ZS_TR3_p7-8.json
gpt-5-mini,ZS,TR4_p131-132,usg_dom,0.00,0.00,0.00,0,3,gpt-5-mini_ZS_TR4_p131-132.json
gpt-5-mini,ZS,TR4_p131-132,usg_other,0.00,0.00,0.00,0,2,gpt-5-mini_ZS_TR4_p131-132.json
gpt-5-mini,ZS,TR4_p131-132,milestone,0.58,1.00,0.74,12,7,gpt-5-mini_ZS_TR4_p131-132.json
gpt-5-mini,ZS,TR5_p489-490,usg_dom,1.00,0.33,0.50,1,3,gpt-5-mini_ZS_TR5_p489-490.json
gpt-5-mini,ZS,TR5_p489-490,usg_other,0.00,0.00,0.00,0,0,gpt-5-mini_ZS_TR5_p489-490.json
gpt-5-mini,ZS,TR5_p489-490,milestone,0.17,1.00,0.29,6,1,gpt-5-mini_ZS_TR5_p489-490.json
gpt-5-mini,ZS,TR5_p505-506,usg_dom,0.00,0.00,0.00,0,1,gpt-5-mini_ZS_TR5_p505-506.json
gpt-5-mini,ZS,TR5_p505-506,usg_other,0.00,0.00,0.00,0,1,gpt-5-mini_ZS_TR5_p505-506.json
gpt-5-mini,ZS,TR5_p505-506,milestone,0.00,0.00,0.00,0,1,gpt-5-mini_ZS_TR5_p505-506.json
gpt-5-mini,ZS,TR6_p1003-1004,usg_dom,0.00,0.00,0.00,0,2,gpt-5-mini_ZS_TR6_p1003-1004.json
gpt-5-mini,ZS,TR6_p1003-1004,usg_other,0.00,0.00,0.00,0,4,gpt-5-mini_ZS_TR6_p1003-1004.json
gpt-5-mini,ZS,TR6_p1003-1004,milestone,0.55,1.00,0.71,11,6,gpt-5-mini_ZS_TR6_p1003-1004.json
gpt-5.4-mini,FS-R,TR1_p2001-2002,usg_dom,0.00,0.00,0.00,0,2,gpt-5.4-mini_FS-R_TR1_p2001-2002.json
gpt-5.4-mini,FS-R,TR1_p2001-2002,usg_other,0.00,0.00,0.00,0,4,gpt-5.4-mini_FS-R_TR1_p2001-2002.json
gpt-5.4-mini,FS-R,TR1_p2001-2002,milestone,0.00,0.00,0.00,0,8,gpt-5.4-mini_FS-R_TR1_p2001-2002.json
gpt-5.4-mini,FS-R,TR1_p453-454,usg_dom,0.00,0.00,0.00,0,2,gpt-5.4-mini_FS-R_TR1_p453-454.json
gpt-5.4-mini,FS-R,TR1_p453-454,usg_other,0.00,0.00,0.00,0,0,gpt-5.4-mini_FS-R_TR1_p453-454.json
gpt-5.4-mini,FS-R,TR1_p453-454,milestone,0.00,0.00,0.00,0,2,gpt-5.4-mini_FS-R_TR1_p453-454.json
gpt-5.4-mini,FS-R,TR2_p1785-1786,usg_dom,0.00,0.00,0.00,0,3,gpt-5.4-mini_FS-R_TR2_p1785-1786.json
gpt-5.4-mini,FS-R,TR2_p1785-1786,usg_other,0.00,0.00,0.00,0,6,gpt-5.4-mini_FS-R_TR2_p1785-1786.json
gpt-5.4-mini,FS-R,TR2_p1785-1786,milestone,0.00,0.00,0.00,0,1,gpt-5.4-mini_FS-R_TR2_p1785-1786.json
gpt-5.4-mini,FS-R,TR2_p37-38,usg_dom,0.00,0.00,0.00,0,0,gpt-5.4-mini_FS-R_TR2_p37-38.json
gpt-5.4-mini,FS-R,TR2_p37-38,usg_other,0.00,0.00,0.00,0,11,gpt-5.4-mini_FS-R_TR2_p37-38.json
gpt-5.4-mini,FS-R,TR2_p37-38,milestone,0.00,0.00,0.00,0,5,gpt-5.4-mini_FS-R_TR2_p37-38.json
gpt-5.4-mini,FS-R,TR3_p5-6,usg_dom,0.00,0.00,0.00,0,0,gpt-5.4-mini_FS-R_TR3_p5-6.json
gpt-5.4-mini,FS-R,TR3_p5-6,usg_other,0.00,0.00,0.00,0,0,gpt-5.4-mini_FS-R_TR3_p5-6.json
gpt-5.4-mini,FS-R,TR3_p5-6,milestone,0.00,0.00,0.00,0,4,gpt-5.4-mini_FS-R_TR3_p5-6.json
gpt-5.4-mini,FS-R,TR3_p7-8,usg_dom,0.00,0.00,0.00,0,1,gpt-5.4-mini_FS-R_TR3_p7-8.json
gpt-5.4-mini,FS-R,TR3_p7-8,usg_other,0.00,0.00,0.00,0,3,gpt-5.4-mini_FS-R_TR3_p7-8.json
gpt-5.4-mini,FS-R,TR3_p7-8,milestone,0.00,0.00,0.00,0,6,gpt-5.4-mini_FS-R_TR3_p7-8.json
gpt-5.4-mini,FS-R,TR4_p131-132,usg_dom,0.00,0.00,0.00,0,3,gpt-5.4-mini_FS-R_TR4_p131-132.json
gpt-5.4-mini,FS-R,TR4_p131-132,usg_other,0.00,0.00,0.00,0,2,gpt-5.4-mini_FS-R_TR4_p131-132.json
gpt-5.4-mini,FS-R,TR4_p131-132,milestone,0.00,0.00,0.00,0,7,gpt-5.4-mini_FS-R_TR4_p131-132.json
gpt-5.4-mini,FS-R,TR5_p489-490,usg_dom,0.00,0.00,0.00,0,3,gpt-5.4-mini_FS-R_TR5_p489-490.json
gpt-5.4-mini,FS-R,TR5_p489-490,usg_other,0.00,0.00,0.00,0,0,gpt-5.4-mini_FS-R_TR5_p489-490.json
gpt-5.4-mini,FS-R,TR5_p489-490,milestone,0.00,0.00,0.00,0,1,gpt-5.4-mini_FS-R_TR5_p489-490.json
gpt-5.4-mini,FS-R,TR5_p505-506,usg_dom,1.00,1.00,1.00,1,1,gpt-5.4-mini_FS-R_TR5_p505-506.json
gpt-5.4-mini,FS-R,TR5_p505-506,usg_other,0.00,0.00,0.00,0,1,gpt-5.4-mini_FS-R_TR5_p505-506.json
gpt-5.4-mini,FS-R,TR5_p505-506,milestone,0.00,0.00,0.00,0,1,gpt-5.4-mini_FS-R_TR5_p505-506.json
gpt-5.4-mini,FS-R,TR6_p1003-1004,usg_dom,0.00,0.00,0.00,0,2,gpt-5.4-mini_FS-R_TR6_p1003-1004.json
gpt-5.4-mini,FS-R,TR6_p1003-1004,usg_other,0.00,0.00,0.00,0,4,gpt-5.4-mini_FS-R_TR6_p1003-1004.json
gpt-5.4-mini,FS-R,TR6_p1003-1004,milestone,0.00,0.00,0.00,0,6,gpt-5.4-mini_FS-R_TR6_p1003-1004.json
gpt-5.4-mini,FS,TR1_p2001-2002,usg_dom,0.00,0.00,0.00,0,2,gpt-5.4-mini_FS_TR1_p2001-2002.json
gpt-5.4-mini,FS,TR1_p2001-2002,usg_other,0.00,0.00,0.00,0,4,gpt-5.4-mini_FS_TR1_p2001-2002.json
gpt-5.4-mini,FS,TR1_p2001-2002,milestone,0.00,0.00,0.00,0,8,gpt-5.4-mini_FS_TR1_p2001-2002.json
gpt-5.4-mini,FS,TR1_p453-454,usg_dom,1.00,0.50,0.67,1,2,gpt-5.4-mini_FS_TR1_p453-454.json
gpt-5.4-mini,FS,TR1_p453-454,usg_other,0.00,0.00,0.00,0,0,gpt-5.4-mini_FS_TR1_p453-454.json
gpt-5.4-mini,FS,TR1_p453-454,milestone,0.00,0.00,0.00,0,2,gpt-5.4-mini_FS_TR1_p453-454.json
gpt-5.4-mini,FS,TR2_p1785-1786,usg_dom,0.00,0.00,0.00,0,3,gpt-5.4-mini_FS_TR2_p1785-1786.json
gpt-5.4-mini,FS,TR2_p1785-1786,usg_other,1.00,0.17,0.29,1,6,gpt-5.4-mini_FS_TR2_p1785-1786.json
gpt-5.4-mini,FS,TR2_p1785-1786,milestone,0.00,0.00,0.00,0,1,gpt-5.4-mini_FS_TR2_p1785-1786.json
gpt-5.4-mini,FS,TR2_p37-38,usg_dom,0.00,0.00,0.00,0,0,gpt-5.4-mini_FS_TR2_p37-38.json
gpt-5.4-mini,FS,TR2_p37-38,usg_other,1.00,0.55,0.71,6,11,gpt-5.4-mini_FS_TR2_p37-38.json
gpt-5.4-mini,FS,TR2_p37-38,milestone,0.00,0.00,0.00,0,5,gpt-5.4-mini_FS_TR2_p37-38.json
gpt-5.4-mini,FS,TR3_p5-6,usg_dom,0.00,0.00,0.00,0,0,gpt-5.4-mini_FS_TR3_p5-6.json
gpt-5.4-mini,FS,TR3_p5-6,usg_other,0.00,0.00,0.00,0,0,gpt-5.4-mini_FS_TR3_p5-6.json
gpt-5.4-mini,FS,TR3_p5-6,milestone,0.00,0.00,0.00,0,4,gpt-5.4-mini_FS_TR3_p5-6.json
gpt-5.4-mini,FS,TR3_p7-8,usg_dom,0.00,0.00,0.00,0,1,gpt-5.4-mini_FS_TR3_p7-8.json
gpt-5.4-mini,FS,TR3_p7-8,usg_other,0.00,0.00,0.00,0,3,gpt-5.4-mini_FS_TR3_p7-8.json
gpt-5.4-mini,FS,TR3_p7-8,milestone,0.00,0.00,0.00,0,6,gpt-5.4-mini_FS_TR3_p7-8.json
gpt-5.4-mini,FS,TR4_p131-132,usg_dom,1.00,1.00,1.00,3,3,gpt-5.4-mini_FS_TR4_p131-132.json
gpt-5.4-mini,FS,TR4_p131-132,usg_other,0.00,0.00,0.00,0,2,gpt-5.4-mini_FS_TR4_p131-132.json
gpt-5.4-mini,FS,TR4_p131-132,milestone,0.00,0.00,0.00,0,7,gpt-5.4-mini_FS_TR4_p131-132.json
gpt-5.4-mini,FS,TR5_p489-490,usg_dom,1.00,0.33,0.50,1,3,gpt-5.4-mini_FS_TR5_p489-490.json
gpt-5.4-mini,FS,TR5_p489-490,usg_other,0.00,0.00,0.00,0,0,gpt-5.4-mini_FS_TR5_p489-490.json
gpt-5.4-mini,FS,TR5_p489-490,milestone,0.00,0.00,0.00,0,1,gpt-5.4-mini_FS_TR5_p489-490.json
gpt-5.4-mini,FS,TR5_p505-506,usg_dom,1.00,1.00,1.00,1,1,gpt-5.4-mini_FS_TR5_p505-506.json
gpt-5.4-mini,FS,TR5_p505-506,usg_other,0.00,0.00,0.00,0,1,gpt-5.4-mini_FS_TR5_p505-506.json
gpt-5.4-mini,FS,TR5_p505-506,milestone,0.50,1.00,0.67,2,1,gpt-5.4-mini_FS_TR5_p505-506.json
gpt-5.4-mini,FS,TR6_p1003-1004,usg_dom,0.00,0.00,0.00,0,2,gpt-5.4-mini_FS_TR6_p1003-1004.json
gpt-5.4-mini,FS,TR6_p1003-1004,usg_other,0.00,0.00,0.00,0,4,gpt-5.4-mini_FS_TR6_p1003-1004.json
gpt-5.4-mini,FS,TR6_p1003-1004,milestone,0.86,1.00,0.92,7,6,gpt-5.4-mini_FS_TR6_p1003-1004.json
gpt-5.4-mini,ZS,TR1_p2001-2002,usg_dom,0.00,0.00,0.00,0,2,gpt-5.4-mini_ZS_TR1_p2001-2002.json
gpt-5.4-mini,ZS,TR1_p2001-2002,usg_other,0.00,0.00,0.00,0,4,gpt-5.4-mini_ZS_TR1_p2001-2002.json
gpt-5.4-mini,ZS,TR1_p2001-2002,milestone,0.00,0.00,0.00,0,8,gpt-5.4-mini_ZS_TR1_p2001-2002.json
gpt-5.4-mini,ZS,TR1_p453-454,usg_dom,1.00,0.50,0.67,1,2,gpt-5.4-mini_ZS_TR1_p453-454.json
gpt-5.4-mini,ZS,TR1_p453-454,usg_other,0.00,0.00,0.00,0,0,gpt-5.4-mini_ZS_TR1_p453-454.json
gpt-5.4-mini,ZS,TR1_p453-454,milestone,0.00,0.00,0.00,0,2,gpt-5.4-mini_ZS_TR1_p453-454.json
gpt-5.4-mini,ZS,TR2_p1785-1786,usg_dom,0.00,0.00,0.00,0,3,gpt-5.4-mini_ZS_TR2_p1785-1786.json
gpt-5.4-mini,ZS,TR2_p1785-1786,usg_other,0.00,0.00,0.00,0,6,gpt-5.4-mini_ZS_TR2_p1785-1786.json
gpt-5.4-mini,ZS,TR2_p1785-1786,milestone,0.00,0.00,0.00,0,1,gpt-5.4-mini_ZS_TR2_p1785-1786.json
gpt-5.4-mini,ZS,TR2_p37-38,usg_dom,0.00,0.00,0.00,0,0,gpt-5.4-mini_ZS_TR2_p37-38.json
gpt-5.4-mini,ZS,TR2_p37-38,usg_other,0.00,0.00,0.00,0,11,gpt-5.4-mini_ZS_TR2_p37-38.json
gpt-5.4-mini,ZS,TR2_p37-38,milestone,0.00,0.00,0.00,0,5,gpt-5.4-mini_ZS_TR2_p37-38.json
gpt-5.4-mini,ZS,TR3_p5-6,usg_dom,0.00,0.00,0.00,0,0,gpt-5.4-mini_ZS_TR3_p5-6.json
gpt-5.4-mini,ZS,TR3_p5-6,usg_other,0.00,0.00,0.00,0,0,gpt-5.4-mini_ZS_TR3_p5-6.json
gpt-5.4-mini,ZS,TR3_p5-6,milestone,0.00,0.00,0.00,0,4,gpt-5.4-mini_ZS_TR3_p5-6.json
gpt-5.4-mini,ZS,TR3_p7-8,usg_dom,0.00,0.00,0.00,0,1,gpt-5.4-mini_ZS_TR3_p7-8.json
gpt-5.4-mini,ZS,TR3_p7-8,usg_other,0.00,0.00,0.00,0,3,gpt-5.4-mini_ZS_TR3_p7-8.json
gpt-5.4-mini,ZS,TR3_p7-8,milestone,0.00,0.00,0.00,0,6,gpt-5.4-mini_ZS_TR3_p7-8.json
gpt-5.4-mini,ZS,TR4_p131-132,usg_dom,0.00,0.00,0.00,0,3,gpt-5.4-mini_ZS_TR4_p131-132.json
gpt-5.4-mini,ZS,TR4_p131-132,usg_other,0.00,0.00,0.00,0,2,gpt-5.4-mini_ZS_TR4_p131-132.json
gpt-5.4-mini,ZS,TR4_p131-132,milestone,1.00,0.14,0.25,1,7,gpt-5.4-mini_ZS_TR4_p131-132.json
gpt-5.4-mini,ZS,TR5_p489-490,usg_dom,0.00,0.00,0.00,0,3,gpt-5.4-mini_ZS_TR5_p489-490.json
gpt-5.4-mini,ZS,TR5_p489-490,usg_other,0.00,0.00,0.00,0,0,gpt-5.4-mini_ZS_TR5_p489-490.json
gpt-5.4-mini,ZS,TR5_p489-490,milestone,0.00,0.00,0.00,0,1,gpt-5.4-mini_ZS_TR5_p489-490.json
gpt-5.4-mini,ZS,TR5_p505-506,usg_dom,1.00,1.00,1.00,1,1,gpt-5.4-mini_ZS_TR5_p505-506.json
gpt-5.4-mini,ZS,TR5_p505-506,usg_other,0.00,0.00,0.00,0,1,gpt-5.4-mini_ZS_TR5_p505-506.json
gpt-5.4-mini,ZS,TR5_p505-506,milestone,0.11,1.00,0.20,9,1,gpt-5.4-mini_ZS_TR5_p505-506.json
gpt-5.4-mini,ZS,TR6_p1003-1004,usg_dom,0.00,0.00,0.00,0,2,gpt-5.4-mini_ZS_TR6_p1003-1004.json
gpt-5.4-mini,ZS,TR6_p1003-1004,usg_other,0.00,0.00,0.00,0,4,gpt-5.4-mini_ZS_TR6_p1003-1004.json
gpt-5.4-mini,ZS,TR6_p1003-1004,milestone,0.00,0.00,0.00,0,6,gpt-5.4-mini_ZS_TR6_p1003-1004.json
